0.559, -1.466, 2.321, -2.059, -0.332, 1.047
0.698, -0.890, 1.466, -0.873, -0.559, 0.122
1.082, -0.523, 0.506, -0.576, -1.204, 0.105 
1.728, -0.646, 0.855, -0.767, -2.4609, -0.401
1.919, -1.0647, 1.9722, -2.321, -2.879, -1.344
1.675, -1.344, 2.478, -3.645, -2.251, -2.600
